0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
38 13 1 41 27 4 18 25 14 46 5 8 23 3 47 49 26 42 22 34 12 48 30 0 6 40 35 20 24 37 28 29 7 44 9 10 36 16 15 11 33 2 43 19 45 17 39 32 31 21 
0 32 22 17 28 4 46 6 19 34 3 21 44 37 30 25 26 20 45 16 29 35 40 9 49 15 48 24 14 39 5 42 13 43 8 47 27 12 31 38 7 41 10 23 33 18 1 11 2 36 
46 10 7 20 22 2 24 6 5 3 15 9 17 21 25 28 43 4 16 29 1 45 11 48 49 44 14 35 18 37 8 47 34 42 27 41 39 32 36 13 19 30 23 38 26 33 31 0 40 12 
0 31 12 41 4 16 23 42 36 37 21 9 27 2 47 48 28 40 49 33 22 26 32 43 24 45 34 39 3 6 20 7 46 1 5 13 8 29 30 15 14 11 25 18 10 44 38 19 17 35 
0 1 6 22 14 48 32 35 31 9 29 5 8 16 12 25 10 17 21 3 28 40 11 47 43 44 33 7 19 38 4 24 46 27 13 26 41 23 42 49 37 34 30 36 39 20 18 15 45 2 
36 48 21 23 16 7 24 6 45 0 44 5 19 40 38 35 41 22 1 12 2 14 27 43 13 37 3 42 33 8 31 47 4 25 11 39 9 32 18 10 30 46 17 26 49 15 20 28 34 29 
0 27 7 20 5 3 38 40 26 31 30 37 29 47 9 44 12 24 43 46 45 17 19 33 21 8 4 36 2 41 34 15 35 18 16 11 14 22 39 10 25 48 32 23 6 28 49 1 42 13 
0 29 47 42 19 12 2 11 14 20 22 34 44 21 17 37 48 3 45 32 8 49 5 35 43 13 39 46 27 33 18 4 31 28 24 16 41 36 23 38 15 25 7 1 26 40 10 30 6 9 
14 6 23 34 5 31 7 9 46 28 16 13 30 37 45 47 4 38 43 12 19 33 29 1 2 22 42 25 49 26 41 18 32 3 0 24 10 39 40 44 8 11 48 20 27 17 21 15 36 35 
23 42 20 2 17 32 1 8 6 49 44 43 18 7 39 0 30 21 34 45 29 33 12 16 14 28 27 38 31 13 9 47 11 41 35 4 24 37 3 25 10 48 5 40 26 36 46 22 19 15 
0 2 29 16 3 14 9 17 11 6 40 25 30 13 34 33 36 4 49 24 41 39 22 42 18 37 31 47 5 20 45 44 26 21 46 15 28 48 38 1 32 7 8 23 12 43 10 19 35 27 
0 36 14 37 27 32 47 28 16 24 7 31 10 34 39 33 23 41 12 21 1 6 19 38 49 30 44 46 35 22 29 9 11 5 15 48 45 4 40 25 20 18 8 26 17 13 3 43 42 2 
27 1 49 15 9 16 44 41 47 38 39 23 28 37 25 14 26 40 20 17 7 35 10 12 34 13 11 0 32 24 19 46 8 5 21 30 31 6 3 48 33 18 42 22 43 29 2 4 36 45 
32 34 40 3 43 35 10 27 31 46 41 15 1 8 49 7 33 24 12 21 18 22 19 9 20 29 38 25 42 0 23 37 28 36 16 39 44 17 14 2 26 5 13 4 45 48 30 11 47 6 
31 23 5 2 44 24 8 1 45 37 38 35 22 26 43 28 42 6 9 3 13 12 40 36 21 46 16 20 0 47 10 27 30 49 17 15 41 29 39 11 19 18 32 34 33 4 48 7 25 14 
0 21 47 14 13 6 37 29 36 2 45 28 1 11 15 3 7 35 10 38 18 16 40 12 39 41 4 23 31 44 26 17 22 30 20 32 27 48 33 49 9 42 43 46 19 5 24 8 25 34 
0 28 9 1 49 45 20 33 17 48 26 15 41 10 13 32 3 30 40 44 23 6 29 11 14 36 47 35 24 7 38 46 39 42 18 8 4 43 34 16 25 27 31 21 19 2 37 12 5 22 
0 29 32 38 14 5 19 2 40 11 25 47 43 21 30 37 34 6 24 3 7 33 31 28 8 44 45 41 36 9 23 17 49 48 18 15 4 12 20 39 16 22 27 26 35 10 1 13 42 46 
30 0 2 10 26 45 40 28 6 20 34 33 4 49 12 35 5 7 8 32 48 22 39 47 43 16 9 42 11 44 19 25 38 23 14 36 3 31 1 46 15 27 37 29 21 41 18 13 24 17 
23 13 9 18 17 24 6 3 25 34 7 11 2 31 49 8 35 47 29 15 0 14 39 20 43 26 10 37 21 16 38 44 22 40 27 32 33 28 45 12 30 4 1 46 42 48 5 19 36 41 
0 36 23 7 10 15 32 1 34 44 47 3 6 35 25 37 30 33 22 48 45 38 39 4 2 28 24 17 21 19 5 16 20 27 31 29 49 14 12 9 26 40 11 18 46 8 42 41 43 13 
41 6 11 13 22 2 33 14 19 30 5 45 43 20 10 37 9 29 47 8 3 0 28 12 44 31 21 15 17 23 46 49 4 24 36 40 27 42 7 16 25 39 34 32 48 18 26 38 35 1 
29 21 45 32 31 41 38 44 10 0 23 49 26 15 16 11 2 27 28 18 35 6 46 3 20 9 47 17 12 48 24 30 40 4 8 13 1 5 34 33 22 19 14 39 25 43 36 42 7 37 
0 42 24 1 37 11 34 31 45 20 38 15 49 12 48 17 32 26 6 13 18 39 28 22 40 10 3 21 9 43 4 29 8 27 25 44 2 16 47 46 41 23 5 33 14 36 35 7 19 30 
0 6 25 41 22 26 30 31 45 14 12 43 20 11 9 39 33 47 18 19 24 35 13 28 49 46 40 1 29 48 21 34 8 2 27 42 37 5 36 38 32 44 23 15 10 7 17 16 4 3 
23 2 36 34 9 26 48 15 27 14 42 19 47 45 49 28 1 32 17 30 13 43 38 0 16 25 8 7 12 20 35 11 4 24 10 31 33 3 18 41 40 29 22 6 39 37 44 46 21 5 
0 37 49 43 12 42 41 22 35 3 15 6 28 10 5 20 24 7 21 8 32 16 2 45 30 34 40 14 36 33 27 23 38 17 13 1 31 11 19 25 29 47 44 4 46 18 26 48 39 9 
0 16 32 1 48 10 44 46 20 30 15 37 25 9 14 33 13 36 8 24 38 47 40 19 29 26 11 42 23 17 7 4 41 12 27 49 39 35 6 3 34 2 28 21 22 43 18 5 31 45 
11 27 5 42 7 12 37 4 17 21 9 47 16 35 18 49 20 8 25 29 15 22 46 2 23 44 10 36 48 41 34 43 19 32 30 13 39 28 14 33 1 24 3 26 40 0 6 45 31 38 
0 38 23 8 30 45 44 3 40 6 7 1 21 29 25 39 41 34 2 17 5 31 42 37 43 4 27 22 14 12 28 9 18 11 19 36 20 49 47 24 15 10 16 48 33 26 13 46 32 35 
44 16 40 47 9 45 46 17 5 23 32 0 1 22 18 28 36 21 11 30 8 26 24 20 7 4 25 14 6 42 2 13 49 38 35 3 29 19 41 48 10 33 37 12 27 15 34 39 31 43 
43 30 49 0 36 12 4 1 6 28 9 44 24 40 41 22 7 45 8 48 19 11 10 14 18 25 31 33 17 46 21 34 16 35 39 29 20 26 37 15 38 5 42 3 47 13 27 2 23 32 
13 18 19 39 9 45 41 48 15 26 11 16 14 0 38 27 3 34 33 49 5 21 12 44 17 23 25 10 46 40 22 1 8 24 6 28 7 32 42 2 37 47 31 30 35 4 43 20 29 36 
9 22 46 40 27 30 0 16 6 37 12 14 1 13 35 38 23 49 33 32 19 25 10 3 20 5 29 48 36 28 47 2 4 17 31 24 34 8 26 11 42 18 21 7 44 39 43 45 41 15 
0 38 31 18 24 14 27 3 45 10 7 43 1 32 48 19 5 35 26 9 12 40 49 2 15 39 36 20 25 8 11 34 4 6 37 30 28 46 42 22 13 16 17 44 23 33 29 41 47 21 
32 12 22 34 35 3 30 36 47 1 49 14 25 48 11 9 4 37 41 42 15 44 13 0 18 5 31 24 6 21 40 17 43 33 23 27 19 46 28 2 8 29 38 20 45 26 16 39 10 7 
0 39 4 34 26 49 38 11 2 13 44 20 7 48 46 6 19 24 18 25 36 16 28 35 40 43 47 10 41 14 32 45 17 3 42 31 9 21 29 15 23 30 22 5 8 27 12 1 37 33 
37 11 39 3 47 7 28 18 35 13 30 14 17 48 20 8 12 49 1 41 45 15 38 9 21 24 33 46 42 26 0 5 2 19 23 22 6 4 36 40 31 44 32 43 34 25 27 10 29 16 
9 1 11 2 42 25 7 13 12 0 22 5 35 17 6 3 29 27 33 32 43 16 39 28 46 37 44 18 24 20 30 26 48 38 41 31 19 15 36 34 47 8 49 40 4 21 10 45 14 23 
43 3 34 32 26 12 0 6 24 33 9 38 16 39 25 7 8 5 14 19 28 48 4 21 23 1 15 27 10 49 20 30 36 45 44 29 22 42 37 18 2 40 17 35 41 13 11 47 46 31 
0 40 42 24 37 30 18 29 16 41 10 48 11 20 14 26 5 46 28 32 1 2 34 8 19 49 7 33 31 23 35 21 3 27 15 9 43 39 4 36 6 12 13 45 22 44 17 25 47 38 
0 39 2 12 31 19 45 7 40 48 44 28 46 34 10 43 13 41 8 26 30 11 14 33 17 9 27 23 24 29 21 37 6 22 15 42 5 32 3 47 20 18 49 25 1 4 35 16 36 38 
26 30 32 3 41 43 18 48 2 27 17 23 1 38 44 16 25 33 14 13 45 5 37 34 9 12 0 11 40 36 8 4 31 24 49 28 6 29 42 7 20 47 10 19 21 35 39 46 22 15 
0 3 44 26 2 35 20 29 25 37 41 5 10 30 17 36 47 6 34 46 22 23 11 31 14 15 24 40 27 1 18 42 13 43 28 7 49 32 38 33 48 9 45 4 12 19 39 8 21 16 
44 16 0 3 23 5 29 34 12 32 11 22 37 2 28 4 14 18 41 36 7 13 6 1 27 9 45 10 48 31 40 38 19 49 15 24 35 8 20 17 43 30 46 42 21 26 25 47 39 33 
23 7 8 12 40 34 21 15 43 0 39 45 18 4 24 30 9 14 19 26 48 13 27 20 25 22 11 2 5 38 29 36 37 28 46 41 32 44 3 10 6 1 49 31 33 35 42 17 16 47 
39 45 43 38 16 13 10 42 49 8 20 41 36 4 3 11 15 26 29 25 21 37 17 2 35 6 46 14 9 5 33 28 12 24 18 40 7 44 31 23 27 30 47 0 22 1 34 19 48 32 
31 41 47 21 48 32 12 19 0 35 13 24 23 15 6 3 10 46 2 42 44 18 22 30 34 8 14 29 16 40 17 39 49 37 43 38 36 33 20 4 26 1 7 11 9 28 5 45 25 27 
49 34 36 24 6 15 3 2 5 35 11 30 14 8 10 26 47 4 48 0 12 43 32 22 44 9 18 40 38 23 16 7 37 17 31 25 29 1 13 28 33 41 39 42 27 46 21 45 20 19 
25 2 43 40 1 33 7 49 23 5 10 29 13 37 18 12 32 38 17 30 36 48 31 8 6 0 9 16 47 4 45 35 24 39 27 21 20 41 11 15 28 26 19 42 14 46 22 34 44 3 
24 16 22 18 5 15 10 1 17 32 31 11 33 35 47 20 7 40 26 2 34 25 12 29 0 48 43 37 41 42 23 49 28 19 46 3 30 9 36 45 13 8 44 6 39 14 27 21 38 4 
38 36 39 41 5 16 18 44 32 15 25 6 8 9 1 4 30 26 11 17 10 7 31 14 48 29 49 21 47 34 35 0 40 3 13 42 24 45 27 33 2 20 28 12 22 23 19 46 43 37 
19 12 18 40 39 4 27 23 17 48 10 11 32 44 16 36 3 15 38 22 45 49 0 1 2 33 20 9 42 37 28 31 43 8 34 29 24 21 25 5 13 30 26 41 47 46 35 6 14 7 
43 0 28 38 12 8 30 16 42 31 11 9 40 36 20 45 24 33 21 18 41 23 25 4 39 2 19 15 1 32 5 37 6 13 35 7 44 47 10 26 3 27 49 17 22 34 29 46 48 14 
5 12 23 28 24 9 45 27 20 0 8 48 35 25 1 43 11 17 29 49 3 31 13 30 37 47 38 41 34 21 6 2 14 42 40 4 36 46 32 26 19 15 44 39 22 7 18 33 10 16 
0 27 30 16 41 15 35 24 11 1 19 32 3 37 26 34 40 38 43 42 14 5 9 6 7 20 23 22 21 2 28 31 12 36 48 47 10 33 17 13 4 46 45 25 18 49 44 29 39 8 
0 19 25 31 48 40 2 3 49 38 47 4 11 42 15 45 22 16 20 10 41 44 17 1 14 23 13 27 12 28 35 8 46 39 18 9 21 5 26 30 34 7 33 24 37 32 43 29 36 6 
21 27 38 20 23 33 35 22 46 40 7 30 10 32 6 3 28 5 44 0 15 19 49 26 47 42 25 13 36 1 37 31 29 2 45 39 43 24 16 17 8 48 14 41 18 34 12 11 4 9 
0 12 34 11 48 45 23 49 7 22 41 39 9 17 4 18 47 5 32 1 14 30 43 29 10 16 8 2 24 15 26 3 33 46 6 20 35 27 31 21 42 44 28 40 38 36 25 37 19 13 
29 47 39 25 18 19 22 20 7 14 30 35 43 49 45 6 17 1 4 12 0 31 36 48 23 32 15 8 10 16 27 42 40 37 34 26 33 13 11 44 3 28 2 38 21 46 9 24 41 5 
34 4 9 18 49 41 33 20 16 35 31 12 48 19 6 22 25 24 7 13 21 46 10 42 47 38 3 44 28 39 37 26 23 45 40 43 32 5 27 29 36 14 11 15 1 17 0 2 30 8 
16 5 24 38 43 47 40 14 21 32 31 36 27 10 30 39 0 34 6 35 2 42 23 15 26 45 20 37 41 44 12 33 11 48 18 4 17 22 3 49 19 28 25 9 13 46 1 8 29 7 
0 15 47 16 5 35 22 43 9 11 2 29 28 33 36 32 6 10 1 19 17 13 3 8 46 24 49 14 4 48 27 12 31 41 18 34 37 20 44 7 40 26 38 30 39 45 21 23 42 25 
0 3 21 4 18 27 5 48 41 38 19 37 25 15 24 33 42 20 43 32 49 29 23 14 46 30 17 44 9 12 16 36 6 22 26 45 28 31 1 47 34 8 2 40 11 35 39 7 10 13 
0 48 49 25 38 3 11 45 37 32 16 6 26 41 19 24 15 33 47 12 28 31 4 21 40 43 20 10 36 9 44 2 29 27 23 30 7 42 5 8 34 22 39 13 35 1 46 18 17 14 
26 20 8 6 48 45 5 1 49 22 38 41 11 18 32 36 43 31 3 12 24 34 27 28 2 37 0 39 25 9 14 29 17 4 23 7 21 35 19 10 16 30 47 44 42 15 40 46 33 13 
0 26 22 41 30 20 9 1 23 47 38 39 15 33 45 44 46 40 37 49 16 19 2 14 4 12 48 10 24 6 21 7 32 3 8 43 5 27 28 17 18 34 35 11 42 31 25 36 29 13 
0 45 19 35 40 4 22 36 12 17 9 27 25 28 21 32 42 39 38 3 29 8 34 24 33 46 44 47 18 7 26 2 23 20 49 6 14 1 16 30 31 10 43 48 41 5 15 11 13 37 
43 25 48 17 49 28 0 20 18 35 13 37 30 31 12 19 42 1 14 26 10 6 24 32 15 29 41 45 5 47 34 46 16 22 3 21 33 38 39 40 11 7 44 9 8 23 2 36 27 4 
0 24 31 35 14 17 7 43 36 21 5 46 18 34 1 12 15 4 41 9 40 6 29 44 3 11 32 16 25 37 10 23 28 13 33 8 27 38 2 19 49 39 45 42 22 48 20 30 47 26 
0 1 27 15 20 37 30 43 48 6 23 13 31 12 35 34 28 22 40 16 14 10 32 24 44 38 47 39 8 21 11 4 25 3 46 33 18 36 19 9 2 42 29 5 17 26 49 41 7 45 
0 46 25 5 49 8 29 16 38 17 13 28 3 9 7 43 42 33 24 10 45 39 15 21 1 20 48 27 31 12 23 22 47 4 11 40 44 14 30 41 18 34 35 19 2 26 32 36 37 6 
0 19 46 41 33 43 25 49 7 28 24 22 32 30 23 16 27 17 15 44 20 2 14 47 6 8 13 10 5 3 37 1 39 48 31 38 45 9 4 42 36 34 11 29 12 35 40 26 21 18 
42 1 49 6 24 4 34 5 13 31 7 17 16 35 11 39 21 40 20 23 45 30 29 33 27 44 15 38 46 43 37 3 32 10 18 0 19 36 12 41 8 47 14 25 2 26 22 9 28 48 
27 10 49 46 33 41 13 12 37 40 16 19 45 0 35 15 24 42 31 36 44 3 29 2 48 47 43 38 11 20 25 21 9 14 32 17 26 5 4 28 7 39 30 22 34 23 6 8 18 1 
0 45 7 38 9 32 22 33 16 43 11 49 39 14 46 17 5 24 27 35 29 13 20 42 30 41 12 26 15 3 23 1 8 6 21 28 44 19 40 48 36 10 4 2 31 25 18 34 37 47 
12 17 5 2 15 45 0 10 24 35 8 11 39 40 34 37 42 28 38 46 20 26 19 16 41 44 27 9 13 29 4 43 48 33 18 14 6 25 31 36 1 23 22 49 3 47 30 32 7 21 
7 48 1 11 27 16 22 0 39 36 49 6 40 12 10 28 18 9 13 41 26 21 4 44 15 42 34 46 20 47 24 30 3 19 14 25 32 43 31 38 5 35 33 17 2 29 23 37 8 45 
19 34 48 23 22 8 9 7 18 6 30 29 0 33 10 15 41 31 4 40 11 20 32 47 21 26 14 45 44 5 16 42 36 46 2 49 28 25 1 38 3 24 37 17 39 27 43 35 13 12 
0 47 18 32 25 6 14 31 24 28 34 12 33 45 42 19 26 17 1 23 22 27 38 11 37 30 5 3 41 4 29 7 16 2 46 9 21 13 8 43 48 20 36 44 35 10 49 15 40 39 
43 24 13 22 45 1 19 48 32 7 18 21 14 9 4 6 28 49 37 41 27 3 10 39 26 38 25 8 30 31 44 35 5 47 12 2 16 17 40 42 11 46 15 0 34 29 36 23 33 20 
0 44 28 16 32 39 37 30 18 3 10 1 38 14 12 9 33 23 4 34 26 17 43 31 22 13 25 45 11 48 42 27 20 35 49 46 47 36 29 7 6 8 21 41 2 24 15 5 19 40 
19 31 44 9 7 26 28 20 37 23 30 49 0 24 16 34 8 46 41 12 3 33 5 27 13 1 22 17 14 47 4 10 25 35 15 36 21 11 45 43 38 40 2 29 42 18 32 39 6 48 
1 13 4 2 28 16 10 7 39 36 45 47 49 0 43 41 32 48 18 14 9 11 37 24 20 21 33 6 8 27 34 19 40 30 29 42 31 15 5 3 44 12 26 17 23 35 25 46 22 38 
0 49 9 28 32 2 24 48 18 7 4 26 1 30 14 22 19 47 6 35 3 36 31 21 43 15 42 38 10 16 44 5 27 11 34 25 46 13 40 20 33 39 45 23 29 37 8 41 17 12 
15 23 35 20 34 24 37 38 14 8 41 9 10 26 2 36 47 1 46 18 21 19 49 30 16 42 27 7 13 12 6 45 3 17 0 40 39 29 11 31 25 28 44 4 22 48 33 5 43 32 
0 41 27 9 38 23 36 42 19 5 12 20 8 1 6 16 34 29 43 17 26 7 47 3 11 44 30 46 39 4 15 25 13 22 18 49 45 37 48 28 10 24 33 40 21 14 2 35 31 32 
37 30 17 13 38 4 39 11 6 16 42 26 3 19 14 47 43 48 33 2 9 8 12 20 32 36 40 10 7 25 18 41 24 15 23 28 5 49 29 21 22 27 45 31 35 46 44 1 34 0 
0 47 41 3 22 34 9 23 29 19 13 43 11 26 37 24 39 46 44 18 40 30 7 49 16 17 1 25 20 6 14 31 45 48 28 10 33 8 15 27 2 36 42 38 5 21 4 12 32 35 
42 10 23 11 22 16 38 29 33 9 0 5 27 31 15 20 1 18 13 30 3 2 28 40 26 24 35 6 7 8 47 44 12 36 4 39 34 17 19 14 41 48 21 45 43 37 49 25 46 32 
30 39 2 28 0 24 10 3 19 29 12 37 27 6 4 26 13 48 16 18 5 22 49 33 45 1 31 15 35 7 47 11 8 14 23 38 46 9 34 40 32 20 25 36 42 21 17 43 41 44 
48 4 36 39 7 43 40 37 24 3 6 5 0 46 27 32 49 47 9 13 8 19 44 38 34 18 26 41 25 29 22 21 11 35 1 33 16 15 28 14 23 42 10 20 17 12 2 31 45 30 
0 18 48 44 40 33 20 41 19 49 15 39 3 37 25 8 38 34 43 1 28 2 46 6 21 45 9 22 10 16 47 30 35 32 7 24 27 13 4 26 31 17 29 42 11 36 5 12 23 14 
0 30 48 17 16 35 28 41 46 38 26 5 31 14 3 6 18 2 1 10 42 8 11 19 29 21 39 9 25 47 37 49 12 36 45 32 44 33 34 43 4 13 20 22 7 15 23 24 40 27 
0 27 43 31 49 18 21 48 35 6 17 30 16 24 8 19 46 2 39 12 36 4 1 41 13 22 9 3 25 47 10 14 34 28 33 38 37 45 44 32 7 40 42 11 20 29 15 5 23 26 
36 7 42 14 44 5 29 13 15 4 35 43 49 0 48 27 9 26 12 2 1 30 47 25 34 18 3 24 8 16 20 17 22 21 37 31 33 28 19 32 38 41 39 46 45 6 23 11 40 10 
0 47 45 32 49 37 39 9 13 24 27 29 26 20 4 1 19 46 31 8 48 15 33 14 23 35 3 34 22 36 7 12 6 43 38 17 18 16 25 11 28 44 30 21 10 41 42 2 40 5 
0 44 30 45 12 38 29 47 19 7 26 15 14 27 3 16 33 37 6 18 48 5 36 1 13 35 10 8 22 32 11 20 24 39 9 40 23 41 21 2 25 46 42 31 28 49 34 43 17 4 
43 32 28 35 34 25 42 11 31 19 4 6 46 37 45 18 12 41 13 38 17 40 5 39 22 15 47 1 10 3 8 23 0 24 30 29 33 44 7 14 16 21 36 49 27 2 9 20 26 48 
33 5 17 27 26 11 18 38 16 37 39 45 12 28 13 35 25 7 6 41 48 8 3 29 49 9 46 23 32 42 43 44 22 0 24 19 20 1 31 34 21 47 40 10 15 14 2 4 36 30 
3 33 18 7 14 9 24 45 2 30 39 46 26 12 19 6 11 10 17 23 37 0 31 47 40 32 43 29 42 15 4 5 34 21 13 27 35 28 36 1 22 44 25 49 48 20 41 8 38 16 
5 12 20 10 27 47 37 45 36 18 48 24 31 26 21 2 44 19 3 42 46 7 32 29 6 39 17 25 38 14 23 1 49 13 15 30 16 34 43 28 8 22 11 4 41 9 0 40 33 35 
0 44 45 11 9 26 42 19 14 7 34 48 5 29 27 17 40 12 2 25 38 41 10 16 30 35 4 15 36 32 6 13 37 18 23 46 47 43 39 49 8 1 22 3 28 21 20 33 31 24 
39 40 16 3 32 20 2 47 5 49 1 31 19 0 45 14 24 35 6 11 34 41 21 46 7 30 22 27 23 38 25 48 26 15 17 18 28 4 12 13 9 36 10 37 44 8 43 29 33 42 
0 15 48 10 42 39 28 16 22 3 41 8 21 17 20 31 44 7 14 49 23 46 29 35 6 32 5 38 4 37 47 26 13 27 25 2 34 9 40 18 36 11 1 45 19 33 24 12 30 43 
0 35 22 1 37 7 18 17 14 40 20 8 30 46 33 26 41 45 2 36 13 29 9 4 49 28 34 42 48 23 32 11 19 43 6 24 44 10 16 47 27 38 31 25 39 5 3 15 12 21 
25 17 1 24 43 5 41 37 34 35 14 39 45 0 11 12 20 21 8 15 27 18 48 38 23 28 6 19 26 7 46 4 36 22 32 47 49 44 10 13 2 33 40 31 16 42 9 3 29 30 
0 30 4 23 43 35 49 40 28 41 13 9 38 36 26 3 29 1 31 39 47 20 11 8 44 21 25 15 6 27 46 2 24 18 42 12 37 16 7 5 34 33 14 48 32 17 45 22 19 10 
23 2 28 4 17 47 7 45 32 46 1 6 48 35 14 3 49 0 18 37 5 36 9 13 19 21 30 16 43 31 26 44 39 8 10 15 33 24 25 29 11 12 40 34 22 38 42 27 41 20 
0 37 46 33 9 40 49 27 34 12 30 19 38 35 41 17 47 1 25 24 42 16 7 22 11 45 20 43 29 5 15 14 31 8 23 3 10 28 36 2 13 4 6 21 26 44 48 39 18 32 
31 40 33 39 32 6 4 30 10 45 48 7 44 11 13 28 14 3 38 41 15 49 19 2 25 27 34 9 0 47 8 35 46 16 29 1 22 18 23 24 26 43 37 5 42 20 36 21 12 17 
12 20 29 30 38 16 36 33 4 27 43 8 0 35 19 6 5 24 15 17 2 26 22 9 21 47 18 14 44 25 1 13 41 28 42 10 39 11 37 31 3 7 46 48 23 34 32 49 40 45 
30 42 34 33 14 16 37 28 7 22 8 38 29 11 48 6 3 40 27 20 1 18 13 26 19 9 4 25 23 2 49 21 12 5 44 47 35 36 43 24 41 31 46 10 45 39 17 15 32 0 
26 49 19 15 1 39 14 32 43 29 6 46 36 0 2 12 23 40 21 17 30 45 28 11 42 16 25 20 38 24 48 31 13 3 44 34 7 10 22 47 5 41 35 4 9 18 27 8 33 37 
44 36 26 2 7 24 31 29 5 4 0 43 18 21 19 11 39 33 17 10 25 28 46 49 15 12 42 13 23 6 38 1 32 3 40 14 45 34 22 41 20 35 37 8 16 48 9 47 30 27 
23 0 26 5 15 19 44 33 32 41 43 3 24 46 2 35 17 8 16 1 31 10 42 11 48 37 47 45 6 20 14 28 30 9 12 22 27 4 29 36 21 49 40 18 39 34 7 25 13 38 
0 25 22 27 6 26 33 43 37 44 3 8 10 1 41 12 36 4 24 28 13 5 17 15 42 46 34 45 23 18 19 11 29 2 20 40 30 31 39 49 48 35 9 14 21 7 38 32 47 16 
37 28 15 6 23 30 39 38 0 46 49 13 26 1 8 45 34 22 29 20 17 35 27 19 4 42 32 16 36 25 40 41 14 33 7 5 48 18 44 24 2 11 31 21 47 9 10 43 12 3 
46 44 23 17 28 31 18 43 49 8 3 16 45 22 30 9 25 24 5 48 36 14 34 6 4 39 26 33 7 41 20 42 15 29 35 12 10 47 32 21 2 0 27 13 37 1 40 11 19 38 
0 12 9 24 39 8 25 42 11 46 32 7 34 4 17 49 15 5 41 38 21 6 16 47 26 44 29 22 35 18 43 48 2 37 27 36 10 13 20 40 31 23 30 3 1 45 28 19 33 14 
20 48 27 32 42 18 26 45 35 49 2 47 25 10 7 16 29 39 11 46 8 21 38 5 22 30 17 34 15 13 44 24 3 14 36 37 1 12 28 6 31 33 41 4 40 23 9 0 19 43 
0 25 7 44 26 43 4 37 21 47 23 45 17 6 30 8 14 13 31 46 24 36 15 33 49 42 19 9 39 29 10 20 18 5 48 3 11 34 32 1 35 2 40 27 12 16 38 41 22 28 
4 35 40 44 0 23 22 16 46 6 10 47 9 5 11 25 33 7 42 36 12 49 17 24 8 3 31 26 39 48 14 29 15 18 28 13 2 37 32 21 30 19 43 34 38 1 45 27 41 20 
2 37 16 34 8 3 6 29 15 36 35 40 39 30 4 31 0 10 23 14 21 42 7 49 26 5 22 41 13 43 24 20 28 32 18 46 12 33 38 45 9 1 17 25 47 44 27 11 19 48 
0 5 11 30 26 22 39 27 13 2 4 3 34 46 19 9 48 16 44 6 32 18 29 37 31 23 49 17 40 8 20 14 10 15 28 21 47 25 35 41 45 7 38 1 36 43 33 42 24 12 
0 8 25 7 48 47 4 31 38 33 5 19 17 1 6 15 11 34 26 44 2 43 3 24 28 49 40 46 22 45 36 21 18 9 13 20 32 10 30 23 39 12 42 27 37 35 16 41 29 14 
0 48 12 42 31 14 5 3 20 9 6 8 30 13 41 33 11 22 36 24 40 7 26 23 43 49 44 19 15 21 29 38 27 39 35 47 37 17 34 32 1 46 28 25 10 16 2 18 45 4 
0 29 7 2 24 5 9 1 15 34 31 35 19 14 21 3 26 36 39 20 46 23 12 6 18 48 4 27 10 11 28 32 30 45 37 44 8 13 33 49 25 38 16 42 22 17 40 41 47 43 
0 5 25 17 49 39 13 11 31 27 34 20 23 15 28 40 9 24 4 3 46 1 33 32 42 10 16 26 2 7 36 18 19 47 41 14 35 45 48 21 29 37 43 44 8 12 6 38 22 30 
0 32 49 31 19 7 41 11 15 44 38 28 2 37 34 47 43 6 25 18 13 33 27 4 30 3 39 12 1 20 22 17 48 14 36 24 29 35 42 40 26 5 8 16 21 46 45 9 10 23 
17 23 4 39 3 1 22 45 10 43 35 47 2 12 26 11 15 25 13 28 7 31 5 16 34 41 0 33 30 48 8 27 29 18 37 38 9 19 14 42 44 20 46 36 32 24 21 49 40 6 
0 8 15 27 33 35 4 47 24 16 5 6 42 28 48 19 13 3 45 2 9 38 25 37 14 20 29 18 43 31 36 1 21 12 11 30 22 44 40 39 23 7 34 10 17 49 32 26 41 46 
0 1 47 24 8 19 7 22 13 6 18 42 48 16 9 41 25 17 49 31 11 10 21 20 35 15 45 23 5 3 37 27 43 46 14 32 44 12 38 36 34 39 2 29 4 30 40 28 33 26 
0 25 35 14 33 7 38 16 4 40 43 9 36 19 27 30 42 21 11 2 32 12 10 17 23 5 47 41 45 15 13 44 1 18 26 20 31 29 34 8 24 48 6 39 49 3 28 22 37 46 
25 48 16 39 10 8 17 28 46 27 6 5 4 29 40 11 12 20 30 33 32 36 15 18 3 0 42 38 2 9 13 24 31 1 44 23 21 14 43 19 47 34 41 37 35 45 26 22 49 7 
40 23 3 14 1 48 0 5 17 42 28 46 45 29 10 39 13 24 38 41 26 34 27 19 22 16 18 8 47 2 20 36 6 4 49 12 15 11 37 21 43 25 30 35 44 31 32 9 33 7 
0 46 30 20 18 10 24 31 36 37 26 25 41 33 27 42 23 7 4 13 22 35 6 49 45 15 38 11 43 14 9 29 12 17 32 44 48 28 19 47 40 34 16 5 8 3 2 1 21 39 
