authors,year,source,title,journal,doi,excl_lang,excl_orig,excl_age,excl_clin,excl_fmri,excl_sem,exc_glm,excl_whole,excl_space,excl_within,verdict,age_mean,age_max,comment,task,corresponding,mail,contacted,status
"Berns, G.S.; Capra, C.M.; Moore, S.; Noussair, C.",2010,databases,Neural mechanisms of the influence of popularity on adolescent ratings of music,NeuroImage,https://doi.org/10.1016/j.neuroimage.2009.10.070,0,0,1,0,0,0,0,0,0,0,exclude,14.6,17,NaN,NaN,NaN,NaN,NaN,NaN
"Berthier, M.L.; Dávila, G.; Torres-Prioris, M.J.; Moreno-Torres, I.; Clarimón, J.; Dols-Icardo, O.; Postigo, M.J.; Fernández, V.; Edelkraut, L.; Moreno-Campos, L.; Molina-Sánchez, D.; de Zaldivar, P.S.; López-Barroso, D.",2020,databases,Developmental Dynamic Dysphasia: Are Bilateral Brain Abnormalities a Signature of Inefficient Neural Plasticity?,Frontiers in Human Neuroscience,https://doi.org/10.3389/fnhum.2020.00073,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Besag, F.; Gobbi, G.; Aldenkamp, A.; Caplan, R.; Dunn, D.W.; Sillanpää, M.",2016,databases,Psychiatric and behavioural disorders in children with epilepsy (ILAE Task Force Report): Behavioural and psychiatric disorders associated with epilepsy syndromes,Epileptic Disorders,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bhagwat, Nikhil; Pipitone, Jon; Winterburn, Julie L.; Guo, Ting; Duerden, Emma G.; Voineskos, Aristotle N.; Lepage, Martin; Miller, Steven P.; Pruessner, Jens C.; Chakravarty, M. Mallar",2016,databases,Manual-Protocol Inspired Technique for Improving Automated MR Image Segmentation  during Label Fusion.,Frontiers in neuroscience,https://doi.org/10.3389/fnins.2016.00325,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bialystok, E.; Craik, F.I.M.; Green, D.W.; Gollan, T.H.",2009,databases,Bilingual minds,"Psychological Science in the Public Interest, Supplement",https://doi.org/10.1177/1529100610387084,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bindschaedler, C.; Peter-Favre, C.; Maeder, P.; Hirsbrunner, T.; Clarke, S.",2011,databases,Growing up with bilateral hippocampal atrophy: From childhood to teenage,Cortex,https://doi.org/10.1016/j.cortex.2010.09.005,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bitan, T.; Burman, D.D.; Chou, T.-L.; Lu, D.; Cone, N.E.; Cao, F.; Bigio, J.D.; Booth, J.R.",2007,databases,The interaction between orthographic and phonological information in children: An fMRI study,Human Brain Mapping,https://doi.org/10.1002/hbm.20313,0,0,0,0,0,1,0,0,0,0,exclude,11.5,15,NaN,visual spelling/rhyming judgment vs. symbols,NaN,NaN,NaN,NaN
"Bjork, J.M.; Chen, G.; Smith, A.R.; Hommer, D.W.",2010,databases,Incentive-elicited mesolimbic activation and externalizing symptomatology in adolescents,Journal of Child Psychology and Psychiatry and Allied Disciplines,https://doi.org/10.1111/j.1469-7610.2009.02201.x,0,0,1,0,0,0,0,0,0,0,exclude,15.3,17,NaN,NaN,NaN,NaN,NaN,NaN
"Black, D.F.; Delone, D.R.; Kaufmann, T.J.; Fitz-Gibbon, P.D.; Carter, R.E.; Machulda, M.M.; Welker, K.M.",2015,databases,Retrospective Analysis of Interobserver Spatial Variability in the Localization of Broca's and Wernicke's Areas Using Three Different fMRI Language Paradigms,Journal of Neuroimaging,https://doi.org/10.1111/jon.12179,0,0,1,0,0,0,0,0,0,0,exclude,38.3,66,NaN,NaN,NaN,NaN,NaN,NaN
"Black, Donald W.; Andreasen, Nancy C.",2011,databases,"Introductory textbook of psychiatry, 5th ed",NaN,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bloch, M.H.; Landeros-Weisenberger, A.; Rosario, M.C.; Pittenger, C.; Leckman, J.F.",2008,databases,Meta-analysis of the symptom structure of obsessive-compulsive disorder,American Journal of Psychiatry,https://doi.org/10.1176/appi.ajp.2008.08020320,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Boddaert, N.; Desguerre, I.; Bahi-Buisson, N.; Romano, S.; Valayannopoulos, V.; Saillour, Y.; Seidenwurm, D.; Grevent, D.; Berteloot, L.; Lebre, A.-S.; Zilbovicius, M.; Puget, S.; Salomon, R.; Attie-Bitach, T.; Munnich, A.; Brunelle, F.; de Lonlay, P.",2010,databases,Posterior fossa imaging in 158 children with ataxia,Journal of Neuroradiology,https://doi.org/10.1016/j.neurad.2009.12.009,0,0,0,1,0,0,0,0,0,0,exclude,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Boes, A.D.; Murko, V.; Wood, J.L.; Langbehn, D.R.; Canady, J.; Richman, L.; Nopoulos, P.",2007,databases,Social function in boys with cleft lip and palate: Relationship to ventral frontal cortex morphology,Behavioural Brain Research,https://doi.org/10.1016/j.bbr.2007.04.009,0,0,0,0,1,0,0,0,0,0,exclude,9.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bokade, C.M.; Gajimwar, V.S.; Meshram, R.M.; Wathore, S.B.",2019,databases,Survival of atypical rabies encephalitis,Annals of Indian Academy of Neurology,https://doi.org/10.4103/aian.AIAN_202_18,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bomba, Jacek; Cichocki, Łukasz",2009,databases,Will neuroscience account for the psychotherapeutic outcome in schizophrenia?,Archives of Psychiatry and Psychotherapy,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bonte, M.; Frost, M.A.; Rutten, S.; Ley, A.; Formisano, E.; Goebel, R.",2013,databases,Development from childhood to adulthood increases morphological and functional inter-individual variability in the right superior temporal cortex,NeuroImage,https://doi.org/10.1016/j.neuroimage.2013.07.017,0,0,0,0,1,0,0,0,0,0,exclude,9.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bonte, M.; Hausfeld, L.; Scharke, W.; Valente, G.; Formisano, E.",2014,databases,Task-dependent decoding of speaker and vowel identity from auditory cortical response patterns,Journal of Neuroscience,https://doi.org/10.1523/JNEUROSCI.4339-13.2014,0,0,1,0,0,0,0,0,0,0,exclude,24.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Booth, James R.; Burman, Douglas D.",2005,databases,Using neuroimaging to test developmental models of reading acquisition,The connections between language and reading disabilities.,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bornstein, M.H.",1985,databases,On the development of color naming in young children: Data and theory,Brain and Language,https://doi.org/10.1016/0093-934X(85)90029-X,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Borofsky, L.A.; McNealy, K.; Siddarth, P.; Wu, K.N.; Dapretto, M.; Caplan, R.",2010,databases,Semantic processing and thought disorder in childhood-onset schizophrenia: Insights from fMRI,Journal of Neurolinguistics,https://doi.org/10.1016/j.jneuroling.2009.07.004,0,0,1,0,0,0,0,0,0,0,exclude,12.37,NaN,"max age missing, but likely to be > 15 (SD = 2.39)",auditory two-sentence meaning similarity judgment,NaN,NaN,NaN,NaN
"Boronat, S.; Sánchez-Montañez, A.; Gómez-Barros, N.; Jacas, C.; Martínez-Ribot, L.; Vázquez, E.; del Campo, M.",2017,databases,Correlation between morphological MRI findings and specific diagnostic categories in fetal alcohol spectrum disorders,European Journal of Medical Genetics,https://doi.org/10.1016/j.ejmg.2016.09.003,0,0,0,1,0,0,0,0,0,0,exclude,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bowman, R.J.C.; Nischal, K.K.; Patel, K.; Harper, J.I.",2004,databases,An ultrasound based classification of periocular haemangiomas,British Journal of Ophthalmology,https://doi.org/10.1136/bjo.2004.045336,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bowyer, S.M.; Fleming, T.; Greenwald, M.L.; Moran, J.E.; Mason, K.M.; Weiland, B.J.; Smith, B.J.; Barkley, G.L.; Tepley, N.",2005,databases,Magnetoencephalographic localization of the basal temporal language area,Epilepsy and Behavior,https://doi.org/10.1016/j.yebeh.2004.12.003,0,0,1,0,0,0,0,0,0,0,exclude,33,59,NaN,NaN,NaN,NaN,NaN,NaN
"Boyle, D.A.; Sturm, J.J.",2013,databases,Clinical factors associated with invasive testing and imaging in patients with complex febrile seizures,Pediatric Emergency Care,https://doi.org/10.1097/PEC.0b013e318289e8f1,0,0,1,0,0,0,0,0,0,0,exclude,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Brady, Z.; Ramanauskas, F.; Cain, T.M.; Johnston, P.N.",2012,databases,Assessment of paediatric CT dose indicators for the purpose of optimisation,British Journal of Radiology,https://doi.org/10.1259/bjr/28015185,0,0,0,1,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Brand, Matthias; Rumpf, Hans-JÜrgen; Demetrovics, Zsolt; MÜller, Astrid; Stark, Rudolf; King, Daniel L.; Goudriaan, Anna E.; Mann, Karl; Trotzke, Patrick; Fineberg, Naomi A.; Chamberlain, Samuel R.; Kraus, Shane W.; Wegmann, Elisa; Billieux, JoËl; Potenza, Marc N.",2020,databases,"Which conditions should be considered as disorders in the International  Classification of Diseases (ICD-11) designation of ""other specified disorders due to  addictive behaviors""?",Journal of behavioral addictions,https://doi.org/10.1556/2006.2020.00035,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Brandt, J.; Bakker, A.",2018,databases,"Neuropsychological investigation of ""The amazing memory man""",Neuropsychology,https://doi.org/10.1037/neu0000410,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Braquehais, M.D.; Oquendo, M.A.; Baca-García, E.; Sher, L.",2010,databases,Is impulsivity a link between childhood abuse and suicide?,Comprehensive Psychiatry,https://doi.org/10.1016/j.comppsych.2009.05.003,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Braun, M.; Tupper, D.; Kaufmann, P.; McCrea, M.; Postal, K.; Westerveld, M.; Wills, K.; Deer, T.",2011,databases,"Neuropsychological assessment: A valuable tool in the diagnosis and management of neurological, neurodevelopmental, medical, and psychiatric disorders",Cognitive and Behavioral Neurology,https://doi.org/10.1097/WNN.0b013e3182351289,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Brice, H.; Mencl, W.E.; Frost, S.J.; Bick, A.S.; Rueckl, J.G.; Pugh, K.R.; Frost, R.",2019,databases,Neurobiological signatures of L2 proficiency: Evidence from a bi-directional cross-linguistic study,Journal of Neurolinguistics,https://doi.org/10.1016/j.jneuroling.2018.02.004,0,0,1,0,0,0,0,0,0,0,exclude,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Brieber, S.; Neufang, S.; Bruning, N.; Kamp-Becker, I.; Remschmidt, H.; Herpertz-Dahlmann, B.; Fink, G.R.; Konrad, K.",2007,databases,Structural brain abnormalities in adolescents with autism spectrum disorder and patients with attention deficit/hyperactivity disorder,Journal of Child Psychology and Psychiatry and Allied Disciplines,https://doi.org/10.1111/j.1469-7610.2007.01799.x,0,0,1,0,0,0,0,0,0,0,exclude,13.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Briellmann, R.S.; Mitchell, L.A.; Waites, A.B.; Abbott, D.F.; Pell, G.S.; Saling, M.M.; Jackson, G.D.",2003,databases,Correlation between Language Organization and Diffusion Tensor Abnormalities in Refractory Partial Epilepsy,Epilepsia,https://doi.org/10.1111/j.0013-9580.2003.19403.x,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Briscoe, Josie; Chilvers, Rebecca; Baldeweg, Torsten; Skuse, David",2012,databases,A specific cognitive deficit within semantic cognition across a multi-generational  family.,Proceedings. Biological sciences,https://doi.org/10.1098/rspb.2012.0894,0,0,1,0,0,0,0,0,0,0,exclude,44,79,NaN,NaN,NaN,NaN,NaN,NaN
"Brod, G.; Werkle-Bergner, M.; Lee Shing, Y.",2013,databases,The influence of prior knowledge on memory: A developmental cognitive neuroscience perspective,Frontiers in Behavioral Neuroscience,https://doi.org/10.3389/fnbeh.2013.00139,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Brouwers, P.; Van Engelen, M.; Lalonde, F.; Perez, L.; De Haan, E.; Wolters, P.; Martin, A.",2001,databases,Abnormally increased semantic priming in children with symptomatic HIV-1 disease: Evidence for impaired development of semantics?,Journal of the International Neuropsychological Society,https://doi.org/10.1017/S1355617701744050,0,0,0,1,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Brown, Colin J.; Miller, Steven P.; Booth, Brian G.; Zwicker, Jill G.; Grunau, Ruth E.; Synnes, Anne R.; Chau, Vann; Hamarneh, Ghassan",2019,databases,Predictive connectome subnetwork extraction with anatomical and connectivity priors.,Computerized medical imaging and graphics : the official journal of the Computerized  Medical Imaging Society,https://doi.org/10.1016/j.compmedimag.2018.08.009,0,0,1,0,0,0,0,0,0,0,exclude,16.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Brown, E.C.; Muzik, O.; Rothermel, R.; Juhász, C.; Shah, A.K.; Fuerst, D.; Mittal, S.; Sood, S.; Asano, E.",2014,databases,Evaluating signal-correlated noise as a control task with language-related gamma activity on electrocorticography,Clinical Neurophysiology,https://doi.org/10.1016/j.clinph.2013.11.026,0,0,1,0,0,0,0,0,0,0,exclude,NaN,30,NaN,NaN,NaN,NaN,NaN,NaN
"Brown, M.R.G.; Sidhu, G.S.; Greiner, R.; Asgarian, N.; Bastani, M.; Silverstone, P.H.; Greenshaw, A.J.; Dursun, S.M.",2012,databases,ADHD-200 Global Competition: Diagnosing ADHD using personal characteristic data can outperform resting state fMRI measurements,Frontiers in Systems Neuroscience,https://doi.org/10.3389/fnsys.2012.00069,0,0,0,0,1,0,0,0,0,0,exclude,12.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Brown, Timothy T.; Lugar, Heather M.; Coalson, Rebecca S.; Miezin, Fran M.; Petersen, Steven E.; Schlaggar, Bradley L.",2005,manually,Developmental Changes in Human Cerebral Functional Organization for Word Generation,Cerebral Cortex,https://doi.org/10.1093/cercor/bhh129,0,0,0,0,0,1,0,0,0,0,exclude,9.3,12,NaN,verb/opposite/rhyme generation,NaN,NaN,NaN,NaN
"Bruder, J.; Leppänen, P.H.T.; Bartling, J.; Csépe, V.; Démonet, J.-F.; Schulte-Körne, G.",2011,databases,An investigation of prototypical and atypical within-category vowels and non-speech analogues on cortical auditory evoked related potentials (AERPs) in 9year old children,International Journal of Psychophysiology,https://doi.org/10.1016/j.ijpsycho.2010.09.008,0,0,0,0,1,0,0,0,0,0,exclude,9.2,9,NaN,NaN,NaN,NaN,NaN,NaN
"Brun, B.N.; Mockler, S.R.H.; Laubscher, K.M.; Stephan, C.M.; Wallace, A.M.; Collison, J.A.; Zimmerman, M.B.; Dobyns, W.B.; Mathews, K.D.",2017,databases,Comparison of brain MRI findings with language and motor function in the dystroglycanopathies,Neurology,https://doi.org/10.1212/WNL.0000000000003609,0,0,1,0,0,0,0,0,0,0,exclude,NaN,45,NaN,NaN,NaN,NaN,NaN,NaN
"Brusini, P.; Dehaene-Lambertz, G.; Dutat, M.; Goffinet, F.; Christophe, A.",2016,databases,ERP evidence for on-line syntactic computations in 2-year-olds,Developmental Cognitive Neuroscience,https://doi.org/10.1016/j.dcn.2016.02.009,0,0,1,0,0,0,0,0,0,0,exclude,2,2,NaN,NaN,NaN,NaN,NaN,NaN
"Brusini, P.; Dehaene-Lambertz, G.; van Heugten, M.; de Carvalho, A.; Goffinet, F.; Fiévet, A.-C.; Christophe, A.",2017,databases,Ambiguous function words do not prevent 18-month-olds from building accurate syntactic category expectations: An ERP study,Neuropsychologia,https://doi.org/10.1016/j.neuropsychologia.2016.08.015,0,0,1,0,0,0,0,0,0,0,exclude,1,1,NaN,NaN,NaN,NaN,NaN,NaN
"Buckingham-Howes, S.; Berger, S.S.; Scaletti, L.A.; Black, M.M.",2013,databases,Systematic review of prenatal cocaine exposure and adolescent development,Pediatrics,https://doi.org/10.1542/peds.2012-0945,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Bulas, D.I.; Glass, P.; O'Donnell, R.M.; Taylor, G.A.; Short, B.L.; Vezina, G.L.",1995,databases,Neonates treated with ECMO: Predictive value of early CT and US neuroimaging findings on short-term neurodevelopmental outcome,Radiology,https://doi.org/10.1148/radiology.195.2.7536947,0,0,1,0,0,0,0,0,0,0,exclude,1,2,NaN,NaN,NaN,NaN,NaN,NaN
"Burianová, H.; Lee, Y.; Grady, C.L.; Moscovitch, M.",2013,databases,Age-related dedifferentiation and compensatory changes in the functional network underlying face processing,Neurobiology of Aging,https://doi.org/10.1016/j.neurobiolaging.2013.06.016,0,0,1,0,0,0,0,0,0,0,exclude,24,32,NaN,NaN,NaN,NaN,NaN,NaN
"Burke, J.F.; Long, N.M.; Zaghloul, K.A.; Sharan, A.D.; Sperling, M.R.; Kahana, M.J.",2014,databases,Human intracranial high-frequency activity maps episodic memory formation in space and time,NeuroImage,https://doi.org/10.1016/j.neuroimage.2013.06.067,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Burns, Patrick; Russell, Charlotte; Russell, James",2015,databases,Preschool children's proto-episodic memory assessed by deferred imitation,Memory,https://doi.org/10.1080/09658211.2014.963625,0,0,0,0,1,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Byrne, R.; Duncan, A.; Pickar, T.; Burkhardt, S.; Boyd, R.N.; Neel, M.L.; Maitre, N.L.",2019,databases,Comparing parent and provider priorities in discussions of early detection and intervention for infants with and at risk of cerebral palsy,"Child: Care, Health and Development",https://doi.org/10.1111/cch.12707,0,0,1,0,0,0,0,0,0,0,exclude,NaN,60,NaN,NaN,NaN,NaN,NaN,NaN
"Cabeza, Roberto; Kingstone, Alan",2006,databases,"Handbook of functional neuroimaging of cognition, 2nd ed",NaN,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Campos-Castelló, J.",1998,databases,Neurological evaluation of learning disorders,Revista de Neurologia,https://doi.org/10.33588/rn.27156.98110,1,0,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Caner, G.; Olgun, L.; Gültekin, G.; Balaban, M.",2007,databases,Optimizing fitting in children using objective measures such as neural response imaging and electrically evoked stapedius reflex threshold,Otology and Neurotology,https://doi.org/10.1097/mao.0b013e3180577919,0,0,0,1,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Cangir, A.; Ragab, A.H.; Steuber, P.; Land, V.J.; Berry, D.H.; Krischer, J.P.",1984,databases,"Combination chemotherapy with vincristine (NSC‐67574), procarbazine (NSC‐77213), prednisone (NSC‐10023) with or without nitrogen mustard (NSC‐762) (MOPP vs OPP) in children with recurrent brain tumors",Medical and Pediatric Oncology,https://doi.org/10.1002/mpo.2950120103,0,0,1,0,0,0,0,0,0,0,exclude,NaN,18,NaN,NaN,NaN,NaN,NaN,NaN
"Canitano, Roberto",2011,databases,Neurological assessment,Textbook of autism spectrum disorders.,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Cao, F.; Khalid, K.; Zaveri, R.; Bolger, D.J.; Bitan, T.; Booth, J.R.",2010,databases,Neural correlates of priming effects in children during spoken word processing with orthographic demands,Brain and Language,https://doi.org/10.1016/j.bandl.2009.07.005,0,0,0,0,0,1,0,0,0,0,exclude,12.2,15,NaN,NaN,NaN,NaN,NaN,NaN
"Cao, X.-H.; Zhang, H.-T.",2011,databases,Change in subtle N170 specialization in response to Chinese characters and pseudocharacters,Perceptual and Motor Skills,https://doi.org/10.2466/04.22.24.28.PMS.113.5.365-376,0,0,0,0,1,0,0,0,0,0,exclude,7.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Carlson, Gabrielle A.",2002,databases,Bipolar disorder in children and adolescents: A critical review,The many faces of depression in children and adolescents.,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Carmody, D.P.; Moreno, R.; Mars, A.E.; Seshadri, K.; Lambert, G.H.; Lewis, M.",2007,databases,Brief report: Brain activation to social words in a sedated child with autism,Journal of Autism and Developmental Disorders,https://doi.org/10.1007/s10803-006-0270-3,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Carpentier, A. C.; Constable, R. T.; Schlosser, M. J.; de Lotbinière, A.; Piepmeier, J. M.; Spencer, D. D.; Awad, I. A.",2001,databases,Patterns of functional magnetic resonance imaging activation in association with  structural lesions in the rolandic region: a classification system.,Journal of neurosurgery,https://doi.org/10.3171/jns.2001.94.6.0946,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Carrión, V.G.; Haas, B.W.; Garrett, A.; Song, S.; Reiss, A.L.",2010,databases,Reduced hippocampal activity in youth with posttraumatic stress symptoms: An fMRI study,Journal of Pediatric Psychology,https://doi.org/10.1093/jpepsy/jsp112,0,0,1,0,0,0,0,0,0,0,exclude,13.9,16,NaN,NaN,NaN,NaN,NaN,NaN
"Carter, C.S.; Krener, P.; Chaderjian, M.; Northcutt, C.; Wolfe, V.",1995,databases,Asymmetrical visual-spatial attentional performance in ADHD: Evidence for a right hemispheric deficit,Biological Psychiatry,https://doi.org/10.1016/0006-3223(94)00217-Q,0,0,0,0,1,0,0,0,0,0,exclude,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Case, M.E.",2008,databases,Accidental traumatic head injury in infants and young children,Brain Pathology,https://doi.org/10.1111/j.1750-3639.2008.00203.x,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Caseiras, G.B.; Chheang, S.; Babb, J.; Rees, J.H.; Pecerrelli, N.; Tozer, D.J.; Benton, C.; Zagzag, D.; Johnson, G.; Waldman, A.D.; Jäger, H.R.; Law, M.",2010,databases,Relative cerebral blood volume measurements of low-grade gliomas predict patient outcome in a multi-institution setting,European Journal of Radiology,https://doi.org/10.1016/j.ejrad.2008.11.005,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Castaño, J.",2003,databases,Neurobiological bases of language and its disorders,Revista de Neurologia,https://doi.org/10.33588/rn.3608.2002206,1,0,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Chai, X.J.; Ofen, N.; Jacobs, L.F.; Gabrieli, J.D.E.",2010,databases,"Scene complexity: Influence on perception, memory, and evelopment in the medial temporal lobe",Frontiers in Human Neuroscience,https://doi.org/10.3389/fnhum.2010.00021,0,0,1,0,0,0,0,0,0,0,exclude,NaN,24,NaN,NaN,NaN,NaN,NaN,NaN
"Cheetham, T.; Baylis, P.H.",2002,databases,"Diabetes insipidus in children: Pathophysiology, diagnosis and management",Pediatric Drugs,https://doi.org/10.2165/00128072-200204120-00003,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Chen, E.; Widick, P.; Chatterjee, A.",2008,databases,Functional-anatomical organization of predicate metaphor processing,Brain and Language,https://doi.org/10.1016/j.bandl.2008.06.007,0,0,1,0,0,0,0,0,0,0,exclude,21.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Chen, P.-J.; Gau, S.S.-F.; Lee, S.-H.; Chou, T.-L.",2016,databases,Differences in age-dependent neural correlates of semantic processing between youths with autism spectrum disorder and typically developing youths,Autism Research,https://doi.org/10.1002/aur.1616,0,0,1,0,0,0,0,0,0,0,exclude,13.3,18,NaN,NaN,NaN,NaN,NaN,NaN
"Chetan, C.; Sharma, S.; Mathur, S.B.; Jain, P.; Aneja, S.",2020,databases,Clinical Profile and Short-term Outcome of Pediatric Status Epilepticus at a Tertiary-care Center in Northern India,Indian Pediatrics,https://doi.org/10.1007/s13312-020-1753-6,0,0,0,1,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Chiu, C.Y.P.; Schmithorst, V.J.; Holland, S.K.; Choo, D.I.",2004,databases,Event-related fMRI study of recognition of simulated CI speech,NaN,NaN,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Chmielewski, Witold X.; Mückschel, Moritz; Roessner, Veit; Beste, Christian",2014,databases,Expectancy effects during response selection modulate attentional selection and inhibitory control networks,Behavioural Brain Research,https://doi.org/10.1016/j.bbr.2014.08.006,0,0,1,0,0,0,0,0,0,0,exclude,23.7,32,NaN,NaN,NaN,NaN,NaN,NaN
"Cho, Y.W.; Song, H.-J.; Lee, J.J.; Lee, J.H.; Lee, H.J.; Yi, S.D.; Chang, H.W.; Berl, M.M.; Gaillard, W.D.; Chang, Y.",2012,databases,Age-related differences in the brain areas outside the classical language areas among adults using category decision task,Brain and Language,https://doi.org/10.1016/j.bandl.2011.12.013,0,0,1,0,0,0,0,0,0,0,exclude,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN
"Chou, Tai-Li; Fan, Li-Ying; Lee, Shu-Hui; Wong, Ciao-Han",2013,databases,From semantic processing and representations to semantic development,Chinese Journal of Psychology,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Choueiri, Roula",2010,databases,Review of Biographies of disease: Autism,Journal of Developmental and Behavioral Pediatrics,https://doi.org/10.1097/DBP.0b013e3181f08e86,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Cichocka, M.; Bereś, A.",2018,databases,From fetus to older age: A review of brain metabolic changes across the lifespan,Ageing Research Reviews,https://doi.org/10.1016/j.arr.2018.05.005,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Ciesielski, K.T.; Lesnik, P.G.; Savoy, R.L.; Grant, E.P.; Ahlfors, S.P.",2006,databases,Developmental neural networks in children performing a Categorical N-Back Task,NeuroImage,https://doi.org/10.1016/j.neuroimage.2006.07.028,0,0,0,0,0,1,0,0,0,0,exclude,6.1,6,NaN,visual categorical n-back task (correct vs. incorrect),NaN,NaN,NaN,NaN
"Cioni, G.; Bartalena, L.; Biagioni, E.; Boldrini, A.; Canapicchi, R.",1992,databases,Neuroimaging and functional outcome of neonatal leukomalacia,Behavioural Brain Research,https://doi.org/10.1016/S0166-4328(05)80190-1,0,0,0,1,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
